Raw file	Experiment	Fraction	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
01698_D05_P018021_S00_N36_R1	P018021	36	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		19685	36354	0	58516	14192	0	44324	397	386	0	11	0.68	2.72	NaN	0.02	263	1850530	28192	1.52	1034	3.67	90456	12482	11937	13.8	16.27	1597	12.79	+	0.6662	0.88229	0.447	0.63646	
01698_C05_P018021_S00_N35_R1	P018021	35	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		20514	33932	0	57649	10211	0	47438	209	206	0	3	0.36	2.02	NaN	0.01	141	1895817	24849	1.31	1010	4.06	78654	8893	8352	11.31	13.78	1216	13.67	+	0.57056	0.75384	0.40221	0.5773	
01698_B05_P018021_S00_N34_R1	P018021	34	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		18722	39252	0	65962	12542	0	53420	345	330	0	15	0.52	2.63	NaN	0.03	217	1860289	29291	1.57	1178	4.02	82564	10853	10153	13.14	15.57	1550	14.28	+	0.77764	0.93905	0.53901	0.68395	
01698_A05_P018021_S00_N33_R1	P018021	33	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		16700	45289	0	76460	14118	0	62342	537	517	0	20	0.7	3.66	NaN	0.03	341	1758215	33608	1.91	1413	4.2	80016	12229	11530	15.28	17.88	1722	14.08	+	0.89418	1.1363	0.66198	0.91037	
01698_H04_P018021_S00_N32_R1	P018021	32	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15410	49246	0	84078	14412	0	69666	783	740	0	43	0.93	5.13	NaN	0.06	522	1748800	37432	2.14	1619	4.33	77700	12475	11564	16.06	18.58	1686	13.52	+	0.87977	1.1256	0.66612	0.90771	
01698_G04_P018021_S00_N31_R1	P018021	31	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15200	49564	0	83692	15436	0	68256	1039	987	0	52	1.24	6.39	NaN	0.08	633	1781331	38351	2.15	1448	3.78	82208	13474	12601	16.39	18.78	1767	13.11	+	0.87843	1.1385	0.65713	0.90652	
01698_F04_P018021_S00_N30_R1	P018021	30	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15612	48326	0	80419	16233	0	64186	990	950	0	40	1.23	5.85	NaN	0.06	624	1577541	37865	2.4	1336	3.53	73992	14190	13287	19.18	21.83	1846	13.01	+	0.82837	1.0389	0.60749	0.80185	
01698_E04_P018021_S00_N29_R1	P018021	29	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		16060	47109	0	77238	16978	0	60260	933	887	0	46	1.21	5.22	NaN	0.08	576	1513811	37218	2.46	1486	3.99	71832	14657	13778	20.4	23.41	2099	14.32	+	0.88946	1.1201	0.64652	0.86077	
01698_D04_P018021_S00_N28_R1	P018021	28	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15609	48227	0	77651	18803	0	58848	1237	1166	0	71	1.59	6.2	NaN	0.12	758	1569651	38608	2.46	1483	3.84	80007	16242	15440	20.3	22.84	2280	14.04	+	0.89464	1.1462	0.66964	0.92003	
01698_C04_P018021_S00_N27_R1	P018021	27	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15721	47946	0	77101	18791	0	58310	1393	1311	0	82	1.81	6.98	NaN	0.14	869	1552681	38683	2.49	1417	3.66	79321	16355	15521	20.62	23.08	2218	13.56	+	0.86881	1.1093	0.63011	0.84808	
01698_B04_P018021_S00_N26_R1	P018021	26	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15841	47473	0	75865	19081	0	56784	1615	1530	0	85	2.13	8.02	NaN	0.15	994	1595183	38053	2.39	1413	3.71	83529	16571	15766	19.84	22.37	2238	13.51	+	0.86094	1.0913	0.63537	0.85569	
01698_A04_P018021_S00_N25_R1	P018021	25	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15920	47008	0	73697	20319	0	53378	1827	1727	0	100	2.48	8.5	NaN	0.19	1106	1533179	38179	2.49	1264	3.31	86245	17719	16976	20.54	22.93	2335	13.18	+	0.86915	1.0902	0.63481	0.83726	
01698_H03_P018021_S00_N24_R1	P018021	24	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		15100	49525	0	75672	23378	0	52294	2238	2144	0	94	2.96	9.17	NaN	0.18	1419	1495578	40579	2.71	1513	3.73	89932	20067	19342	22.31	24.79	2879	14.35	+	0.90951	1.1673	0.67359	0.91632	
01698_G03_P018021_S00_N23_R1	P018021	23	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		14767	50666	0	76368	24964	0	51404	2640	2500	0	140	3.46	10.01	NaN	0.27	1710	1557412	41841	2.69	1467	3.51	98130	21586	20955	22	24.48	3003	13.91	+	0.8898	1.1284	0.65965	0.87921	
01698_F03_P018021_S00_N22_R1	P018021	22	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		14751	50640	0	75056	26224	0	48832	3074	2907	0	167	4.1	11.09	NaN	0.34	1914	1512871	42327	2.8	1435	3.39	98892	22814	22152	23.07	25.48	3074	13.47	+	0.81124	1.0443	0.59667	0.80879	
01698_E03_P018021_S00_N21_R1	P018021	21	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		14243	52027	0	75469	28585	0	46884	3741	3515	0	226	4.96	12.3	NaN	0.48	2300	1491245	43978	2.95	1398	3.18	102198	24889	24200	24.35	26.65	3354	13.48	+	0.8464	1.0967	0.62337	0.85021	
01698_D03_P018021_S00_N20_R1	P018021	20	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13676	53995	0	77121	30869	0	46252	4465	4209	0	256	5.79	13.64	NaN	0.55	2705	1495945	45904	3.07	1466	3.19	108553	26987	26374	24.86	27.12	3503	12.98	+	0.84825	1.0939	0.6267	0.84694	
01698_C03_P018021_S00_N19_R1	P018021	19	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13861	53354	0	75761	30945	0	44816	4906	4674	0	232	6.48	15.1	NaN	0.52	2944	1465415	45271	3.09	1453	3.21	108984	27121	26525	24.89	27.17	3430	12.65	+	0.82091	1.0781	0.60166	0.8312	
01698_B03_P018021_S00_N18_R1	P018021	18	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13508	54619	0	75994	33240	0	42754	5509	5193	0	316	7.25	15.62	NaN	0.74	3442	1430728	46786	3.27	1447	3.09	112380	29044	28445	25.84	28.04	3760	12.95	+	0.8137	1.0658	0.58712	0.8117	
01698_A03_P018021_S00_N17_R1	P018021	17	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13056	55837	0	76790	34882	0	41908	5793	5482	0	311	7.54	15.72	NaN	0.74	3685	1427984	48142	3.37	1368	2.84	118407	30881	30249	26.08	28.34	3669	11.88	+	0.78324	1.0444	0.55749	0.7844	
01698_H02_P018021_S00_N16_R1	P018021	16	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12905	56369	0	76922	35816	0	41106	6374	6068	0	306	8.29	16.94	NaN	0.74	4273	1425709	48897	3.43	1276	2.61	118613	31754	31175	26.77	29.05	3751	11.81	+	0.75221	1.0117	0.52569	0.74204	
01698_G02_P018021_S00_N15_R1	P018021	15	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12865	56453	0	76737	36165	0	40572	6998	6627	0	371	9.12	18.32	NaN	0.91	4643	1379249	49035	3.56	1354	2.76	117440	32026	31389	27.27	29.56	3857	12.04	+	0.79003	1.0479	0.54819	0.76501	
01698_F02_P018021_S00_N14_R1	P018021	14	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13274	55415	0	75562	35264	0	40298	7057	6623	0	434	9.34	18.78	NaN	1.08	4629	1411267	47865	3.39	1335	2.79	119273	31200	30638	26.16	28.52	3732	11.96	+	0.76004	1.0287	0.53128	0.75479	
01698_E02_P018021_S00_N13_R1	P018021	13	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13358	54961	0	74891	35031	0	39860	6687	6252	0	435	8.93	17.85	NaN	1.09	4418	1333596	47650	3.57	1379	2.89	113949	30937	30336	27.15	29.59	3737	12.08	+	0.74388	0.9905	0.51679	0.72276	
01698_D02_P018021_S00_N12_R1	P018021	12	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13258	56324	0	76380	36268	0	40112	7378	6885	0	493	9.66	18.98	NaN	1.23	4988	1427116	49277	3.45	1285	2.61	125446	32374	31815	25.81	28.08	3600	11.12	+	0.70035	0.94952	0.46661	0.66479	
01698_C02_P018021_S00_N11_R1	P018021	11	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13015	57328	0	75975	38681	0	37294	9455	8873	0	582	12.44	22.94	NaN	1.56	6530	1396402	50574	3.62	1276	2.52	128703	34673	34101	26.94	29.12	3695	10.66	+	0.70446	0.96974	0.46963	0.67853	
01698_B02_P018021_S00_N10_R1	P018021	10	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12140	59068	0	77558	40578	0	36980	8879	8380	0	499	11.45	20.65	NaN	1.35	6206	1317598	52379	3.98	1353	2.58	126075	36255	35672	28.76	30.97	3999	11.03	+	0.69879	0.95323	0.47508	0.68169	
01698_A02_P018021_S00_N09_R1	P018021	9	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12758	57082	0	76116	38046	0	38070	8396	7974	0	422	11.03	20.96	NaN	1.11	6001	1303885	50022	3.84	1310	2.62	122853	33968	33305	27.65	30.03	3754	11.05	+	0.70279	0.95927	0.45489	0.65278	
01698_H01_P018021_S00_N08_R1	P018021	8	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12916	57992	0	76413	39571	0	36842	9787	9369	0	418	12.81	23.68	NaN	1.13	7223	1304923	51078	3.91	1318	2.58	127619	35603	34897	27.9	30.34	3671	10.31	+	0.68717	0.94452	0.43585	0.62726	
01698_G01_P018021_S00_N07_R1	P018021	7	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		12714	57509	0	75678	39340	0	36338	9987	9438	0	549	13.2	23.99	NaN	1.51	7364	1250173	50416	4.03	1402	2.78	119983	35078	34473	29.24	31.87	3861	11.01	+	0.69642	0.96766	0.45372	0.66126	
01698_F01_P018021_S00_N06_R1	P018021	6	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13783	53209	0	72137	34271	0	37866	4512	4299	0	213	6.25	12.54	NaN	0.56	3465	1364676	45769	3.35	1446	3.16	114693	29941	29458	26.11	28.72	3934	13.14	+	0.73673	0.97242	0.46547	0.64628	
01698_E01_P018021_S00_N05_R1	P018021	5	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		14189	52932	0	72102	33760	0	38342	4061	3846	0	215	5.63	11.39	NaN	0.56	2826	1457668	45858	3.15	1167	2.54	125713	30258	29676	24.07	26.36	3260	10.77	+	0.74288	0.96946	0.43757	0.59835	
01698_D01_P018021_S00_N04_R1	P018021	4	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		14443	52519	0	71018	34020	0	36998	5075	4801	0	274	7.15	14.11	NaN	0.74	3677	1475182	45561	3.09	1192	2.62	128362	30543	29922	23.79	25.86	3257	10.66	+	0.72334	0.95406	0.42618	0.59195	
01698_C01_P018021_S00_N03_R1	P018021	3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13605	56750	0	76337	37163	0	39174	7492	6994	0	498	9.81	18.82	NaN	1.27	5539	1405572	49238	3.5	1229	2.5	134245	33490	32769	24.95	27.11	3410	10.18	+	0.67418	0.92636	0.40794	0.57851	
01698_B01_P018021_S00_N02_R1	P018021	2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		13223	58512	0	79179	37845	0	41334	8315	7706	0	609	10.5	20.36	NaN	1.47	6019	1320833	51350	3.89	1300	2.53	126686	34199	33145	27	28.81	3425	10.01	+	0.69729	0.96503	0.43363	0.62545	
